iter	Logloss
206	0.00376649173
207	0.003749969715
208	0.003735478874
209	0.003711487139
210	0.003698491226
211	0.00367272884
212	0.003663790679
213	0.003641798469
214	0.003602221912
215	0.003574303937
216	0.003543422037
217	0.003513297604
218	0.003500238792
219	0.003486448968
220	0.00346982289
221	0.003444892672
222	0.003420847294
223	0.003420624543
224	0.00340812615
225	0.003379737119
226	0.003371762569
227	0.003342991629
228	0.003333235082
229	0.003304615279
230	0.00328915511
231	0.003272289541
232	0.003245471146
233	0.003224749235
234	0.003215339727
235	0.003192332656
236	0.003189428751
237	0.003175043554
238	0.003146340433
239	0.003122749925
240	0.003107339683
241	0.003078923105
242	0.003063688335
243	0.003047829691
244	0.003047863462
245	0.003030007835
246	0.003014562816
247	0.002996157305
248	0.002981359312
249	0.002954956376
250	0.002925143171
251	0.002913801157
252	0.00289291032
253	0.002877627578
254	0.002861002782
255	0.002837816886
256	0.002825326883
257	0.002812451962
258	0.002797804048
259	0.002788929479
260	0.002765392816
261	0.002738724381
262	0.002726232527
263	0.002714141529
264	0.002697752295
265	0.002693127816
266	0.002679776309
267	0.00266731001
268	0.002667290595
269	0.00265387873
270	0.002637171667
271	0.002624730714
272	0.002612257811
273	0.002600518416
274	0.00258923109
275	0.002572578042
276	0.002562305623
277	0.002544291536
278	0.002528685231
279	0.002517545456
280	0.002506863145
281	0.002496604915
282	0.002485880622
283	0.00246665046
284	0.002456642079
285	0.002450099554
286	0.002438366736
287	0.002428275315
288	0.002418571922
289	0.002396915701
290	0.002383612992
291	0.00236907099
292	0.002349342854
293	0.002334940412
294	0.002312337865
295	0.002299014757
296	0.00229018028
297	0.002281420859
298	0.002272786776
299	0.002261912878
300	0.002244624834
301	0.00222962221
302	0.002214665365
303	0.002206962256
304	0.00219250739
305	0.002178770732
306	0.00217130684
307	0.002159796366
308	0.002151763689
309	0.002140575883
310	0.002132906167
311	0.002122446407
312	0.002111490884
313	0.002104076319
314	0.002092461793
315	0.002084852173
316	0.002078132322
317	0.002071770994
318	0.002061538265
319	0.002055327251
320	0.002045122387
321	0.002039427398
322	0.002033206765
323	0.002026355667
324	0.002016927017
325	0.002005735221
326	0.0019971452
327	0.001988401694
328	0.001979863578
329	0.00196906133
330	0.00196301148
331	0.001957343674
332	0.001947521499
333	0.001940012224
334	0.001933514266
335	0.001920024742
336	0.001916670355
337	0.00190633151
338	0.001896323078
339	0.001889934588
340	0.001883017605
341	0.001870085887
342	0.001864542127
343	0.001858634308
344	0.001852795865
345	0.001848319584
346	0.001838697361
347	0.00183080994
348	0.001826221268
349	0.001814907531
350	0.001809020576
351	0.001802513993
352	0.001798197688
353	0.001789394656
354	0.00178933666
355	0.0017893813
356	0.001780293184
357	0.001775977836
358	0.00176845931
359	0.001762699922
360	0.001756783484
361	0.00175176096
362	0.001740815496
363	0.001736095174
364	0.001727655747
365	0.001722206599
366	0.001717167369
367	0.001710612393
368	0.001705901981
369	0.001705918493
370	0.001696006215
371	0.001688156826
372	0.001681408931
373	0.001674972057
374	0.001672618143
375	0.001672594513
376	0.001672600528
377	0.00166807774
378	0.001668096079
379	0.001666565442
380	0.0016665649
381	0.001659169491
382	0.001659191349
383	0.001659156007
384	0.001658662598
385	0.001654014752
386	0.001650041267
387	0.00164495549
388	0.001640152997
389	0.00163479234
390	0.001634659031
391	0.001627469321
392	0.001620478807
393	0.001615211643
394	0.001608087167
395	0.001600427819
396	0.001594637417
397	0.001587887234
398	0.001583476023
399	0.001583416315
400	0.001578267864
401	0.001570246957
402	0.001567819475
403	0.001563889396
404	0.0015597729
405	0.001552993136
406	0.001546386868
407	0.001539689732
408	0.00152864089
409	0.001528621465
410	0.001522404969
411	0.001518194858
412	0.001511926208
413	0.001507374687
414	0.001507310598
415	0.001503971397
416	0.001503918139
417	0.001499531346
418	0.001495562616
419	0.001495540293
420	0.001487880655
421	0.00148220256
422	0.001477288213
423	0.001469923598
424	0.001465861323
425	0.001463343367
426	0.001463345478
427	0.001459552527
428	0.001456694062
429	0.001449762555
430	0.001446853356
431	0.00144343983
432	0.001441002013
433	0.001437502273
434	0.001432288271
435	0.001432217451
436	0.001432186571
437	0.00143220202
438	0.001432145222
439	0.001430325068
440	0.001430323198
441	0.001426597499
442	0.00142303896
443	0.001418498843
444	0.001414769717
445	0.001414738553
446	0.001413975485
447	0.001414020448
448	0.001411512619
449	0.00140491301
450	0.001398355181
451	0.001391854812
452	0.001385564471
453	0.001385636896
454	0.001383102799
455	0.001378356276
456	0.001378025941
457	0.001378000185
458	0.001376873426
459	0.001373467608
460	0.001367432671
461	0.001367438192
462	0.001367423207
463	0.001366013158
464	0.001365993327
465	0.001366007449
466	0.001366018217
467	0.001365878062
468	0.001363664874
469	0.001363424487
470	0.001358548349
471	0.001356375733
472	0.001354757448
473	0.001354716866
474	0.001354717569
475	0.001350502099
476	0.001350526446
477	0.001348979948
478	0.001345900244
479	0.001345900244
480	0.001345900244
481	0.001345943317
482	0.001345891261
483	0.001344700094
484	0.001342557236
485	0.001342445108
486	0.00133828019
487	0.001338355535
488	0.001332897975
489	0.001332874008
490	0.001332821764
491	0.001327999742
492	0.001326793833
493	0.001326828949
494	0.001324526346
495	0.001324500833
496	0.001320055568
497	0.001320033812
498	0.001320056051
499	0.001319966704
500	0.001319943963
501	0.001318418479
502	0.001316206868
503	0.001315096146
504	0.001313146636
505	0.001313138519
506	0.001311106149
507	0.001306734974
508	0.001303940887
509	0.001303962667
510	0.001303932069
511	0.001303898982
512	0.001300957947
513	0.001300798901
514	0.001298303255
515	0.001296057894
516	0.001295566663
517	0.001292996958
518	0.001292993365
519	0.001292827192
520	0.001292673134
521	0.001292629297
522	0.001292598156
523	0.001289921866
524	0.001289829533
525	0.001286749016
526	0.001286635599
527	0.001286644257
528	0.001283033997
529	0.001283033997
530	0.001282957594
531	0.001279885719
532	0.00127817625
533	0.001278183744
534	0.001272546999
535	0.001272530768
536	0.001267228361
537	0.001263994879
538	0.001261170633
539	0.00125763221
540	0.001254074074
541	0.001251246385
542	0.001251028676
543	0.001250855514
544	0.001250855274
545	0.001250005759
546	0.001248518331
547	0.001248558516
548	0.00124741395
549	0.001243730581
550	0.001241505213
551	0.001240466081
552	0.001239478794
553	0.001237506697
554	0.001235411048
555	0.001235422362
556	0.001233108568
557	0.001233053254
558	0.001233058017
559	0.001233049738
560	0.001232487294
561	0.001231342811
562	0.001231338672
563	0.001231121053
564	0.001228616691
565	0.001226377997
566	0.001223529814
567	0.001220122493
568	0.001216218643
569	0.00121216899
570	0.001207948016
571	0.001207898614
572	0.001207488067
573	0.001207443428
574	0.001207130891
575	0.001205367929
576	0.001205258349
577	0.001205260378
578	0.001205248962
579	0.001203902249
580	0.001201704497
581	0.001201549874
582	0.001201528881
583	0.001201425294
584	0.001201380647
585	0.001201372532
586	0.001199893838
587	0.001199890309
588	0.001198932013
589	0.001198857836
590	0.001198882807
591	0.001197993458
592	0.001197954417
593	0.001194380341
594	0.001194366456
595	0.001194302483
596	0.001194236768
597	0.001194218805
598	0.001194183066
599	0.001194204763
600	0.001194228408
601	0.001194144973
602	0.001194203736
603	0.001194203736
604	0.00119412663
605	0.001193561508
606	0.001189513261
607	0.001189451985
608	0.001189379195
609	0.001188819856
610	0.001188765693
611	0.001188772564
612	0.001187792323
613	0.001183766508
614	0.00117919964
615	0.001179223286
616	0.001179093712
617	0.0011744473
618	0.001171519698
619	0.001171541501
620	0.001171294548
621	0.001171311566
622	0.00117017721
623	0.001168453092
624	0.001168352405
625	0.001168371289
626	0.001168351375
627	0.001168329677
628	0.001167132401
629	0.001164237816
630	0.00116420519
631	0.001161795801
632	0.001161759776
633	0.001161695103
634	0.001161614678
635	0.001160113075
636	0.001158439192
637	0.001158408005
638	0.001158383033
639	0.001158345184
640	0.001156631195
641	0.001156009382
642	0.001154117966
643	0.001154149025
644	0.001152253788
645	0.001150595682
646	0.001150545497
647	0.001147238043
648	0.001146067881
649	0.00114453877
650	0.001144496013
651	0.001144330765
652	0.001144349731
653	0.001144116719
654	0.001144149726
655	0.001143800301
656	0.001139027438
657	0.001139011046
658	0.001138951417
659	0.001136415012
660	0.001133438521
661	0.001133309675
662	0.00113316746
663	0.001133142011
664	0.001133126643
665	0.001133191358
666	0.001131421599
667	0.001131429013
668	0.001131396629
669	0.001131396629
670	0.001131332318
671	0.001131349716
672	0.001130936136
673	0.001129773047
674	0.001125371723
675	0.001124637664
676	0.001123097475
677	0.001123082331
678	0.001122971622
679	0.001118784504
680	0.00111879933
681	0.001118670713
682	0.001118670094
683	0.001118619989
684	0.001118622144
685	0.00111448984
686	0.001114490544
687	0.001114459027
688	0.001112751531
689	0.001111415189
690	0.00111010336
691	0.001110087589
692	0.001110059262
693	0.001110073547
694	0.00110969436
695	0.001109643632
696	0.001106624324
697	0.001106575463
698	0.001106605278
699	0.001106009839
700	0.001105850862
701	0.001105869124
702	0.001105842203
703	0.001105846181
704	0.001105839552
705	0.001105813013
706	0.001105769996
707	0.001105746592
708	0.001105787715
709	0.001105727467
710	0.001103405996
711	0.001103361958
712	0.001103321272
713	0.001101938434
714	0.00110194147
715	0.001101811759
716	0.00109937926
717	0.001099314788
718	0.001098837528
719	0.0010987162
720	0.001098730404
721	0.001098605837
722	0.001098562985
723	0.001098600675
724	0.001098450843
725	0.001098450843
726	0.001097079747
727	0.001096992478
728	0.001093867445
729	0.001093768067
730	0.001093765414
731	0.001093739453
732	0.001093710176
733	0.001093626618
734	0.001093626376
735	0.00109357262
736	0.001092565256
737	0.00109254169
738	0.001090357862
739	0.001087648002
740	0.001087508526
741	0.001083368572
742	0.001083322444
743	0.001083263433
744	0.001083107401
745	0.00107941604
746	0.001079348837
747	0.001078069124
748	0.001078048833
749	0.001078079809
750	0.001076490506
751	0.001075770192
752	0.001075693722
753	0.001075665234
754	0.001074995623
755	0.00107468611
756	0.0010746747
757	0.001074679381
758	0.001074689526
759	0.001074670642
760	0.001073918286
761	0.001073901948
762	0.001073853246
763	0.001073875407
764	0.001073882821
765	0.001072488431
766	0.001070740059
767	0.001070619015
768	0.001070500656
769	0.00107049051
770	0.001070451458
771	0.001070523309
772	0.001070459623
773	0.001070228673
774	0.001070309085
775	0.001070320637
776	0.001070183408
777	0.001069238779
778	0.001069172583
779	0.00106915969
780	0.00106864475
781	0.001068631411
782	0.001068580139
783	0.001068587934
784	0.001068497825
785	0.001068538151
786	0.001068484627
787	0.001066899996
788	0.001066883138
789	0.001065471698
790	0.001065421052
791	0.001065410123
792	0.001065441182
793	0.001065390812
794	0.001065358507
795	0.00106532737
796	0.001065364435
797	0.00106533454
798	0.001065110561
799	0.001065076066
800	0.001064658533
801	0.001064611461
802	0.001064648065
803	0.00106442389
804	0.001064419912
805	0.001064444341
806	0.001064400323
807	0.001063031205
808	0.001063015054
809	0.001061124587
810	0.001061171256
811	0.001061050909
812	0.001061031864
813	0.001061024674
814	0.001060968021
815	0.00106095241
816	0.001060961311
817	0.001060949759
818	0.001060921799
819	0.001060909962
820	0.001059509311
821	0.001059495028
822	0.001059560582
823	0.001059560582
824	0.001059560582
825	0.001059526087
826	0.001059484095
827	0.001059439455
828	0.001059412053
829	0.001059429069
830	0.001059416113
831	0.001059427122
832	0.001059291737
833	0.00105923671
834	0.001059174848
835	0.001059189755
836	0.001059150616
837	0.001059110734
838	0.001059084115
839	0.001059074616
840	0.001057465724
841	0.001056781122
842	0.001056738767
843	0.001055697864
844	0.001055511886
845	0.001055511886
846	0.00105552609
847	0.001055484803
848	0.001055499631
849	0.001055505763
850	0.001055446092
851	0.001055433837
852	0.001055367675
853	0.001055377821
854	0.001055420798
855	0.001052024699
856	0.001052024699
857	0.00105017764
858	0.001050212757
859	0.001048899912
860	0.001048899912
861	0.00104877591
862	0.00104873057
863	0.001048717768
864	0.001048697398
865	0.001048711602
866	0.001045349209
867	0.001044382323
868	0.001044343147
869	0.0010443863
870	0.001044321612
871	0.001044293907
872	0.001044277595
873	0.001044283682
874	0.001044298588
875	0.001041658159
876	0.001040060657
877	0.001040054732
878	0.00104006683
879	0.001038821727
880	0.001038826407
881	0.001038764834
882	0.001038725793
883	0.001038737887
884	0.001037860481
885	0.001037795612
886	0.001037755998
887	0.001037788463
888	0.001037702979
889	0.001037289152
890	0.001037290235
891	0.001037189946
892	0.001037164747
893	0.001037189557
894	0.001037124004
895	0.001037128142
896	0.001037139694
897	0.001037061966
898	0.00103693407
899	0.001036961151
900	0.00103701519
901	0.001036976638
902	0.001036943184
903	0.00103690869
904	0.001036930226
905	0.001036937017
906	0.001036472073
907	0.001034851126
908	0.001034770666
909	0.001034633284
910	0.001034614779
911	0.001033819427
912	0.001033785557
913	0.001032633626
914	0.001032673179
915	0.001031279579
916	0.001031050726
917	0.001030985915
918	0.001030966144
919	0.001030937737
920	0.001030937196
921	0.001030938521
922	0.001029900306
923	0.001029097301
924	0.001029097301
925	0.001029097301
926	0.001029075603
927	0.001029077092
928	0.001029001397
929	0.001026737072
930	0.00102673645
931	0.001026695466
932	0.001024902793
933	0.001024848008
934	0.001023358051
935	0.001023406207
936	0.001023368979
937	0.001023344067
938	0.001023319641
939	0.001022611787
940	0.001022611787
941	0.001022319072
942	0.001022321101
943	0.001022282769
944	0.00102220811
945	0.001020494638
946	0.001019316525
947	0.001019155677
948	0.001019161764
949	0.001017251129
950	0.001016169108
951	0.001015305292
952	0.001015360078
953	0.001015107011
954	0.001015125353
955	0.001015055819
956	0.001014945224
957	0.001014876278
958	0.001014118131
959	0.001014135305
960	0.001013959668
961	0.001013850812
962	0.001013859632
963	0.001013859551
964	0.001012495094
965	0.001010414906
966	0.001010316521
967	0.00101027057
968	0.001010269244
969	0.0010102104
970	0.001010217893
971	0.001010217813
972	0.001010035008
973	0.001010040334
974	0.001009994184
975	0.001010013853
976	0.001010015882
977	0.001009998161
978	0.001006798715
979	0.001006761788
980	0.001006759137
981	0.001006661311
982	0.001006656631
983	0.001006673567
984	0.00100668723
985	0.001006626115
986	0.001005458793
987	0.001005352334
988	0.001005342628
989	0.001005348092
990	0.001004834477
991	0.001004092793
992	0.001003756202
993	0.001003822124
994	0.001002741823
995	0.001002731677
996	0.001002550857
997	0.00100237446
998	0.00100237446
999	0.001002348081
